userName;score;at;content;Kategori
CeCaPi Kids;4;04/10/2022 14.40;Kalau bisa tombol memesan baru bisa di klik, jika titik jemput dan titik antar sdh terpilih semua. Sering terjadi customer tdk memilih titik antar/tujuan, sehingga tarif msh blm sesuai.;Positif
Sachio Alfonso Fang;1;04/10/2022 11.04;"Ini pendapat saya yah, maxim masih kurang oke, dan masih ada beberapa bug yang meresahkan. Salah satunya yaitu saat saya memesan maxim cara yg kurng dri 4 orng yg awalnya bertarif 29,6Ribu tiba-tiba setelah sampai di tujuan, harganya tiba"" Melonjak jadi 45,9 Ribu, dan hal tersebut lah yg buat saya kaget. Mohon untuk pihak maxim ditindak lanjuti lebih lanjut. Funfact: Pada saat itu cuaca berawan/mendung dan belum hujan.";Negatif
Gilang pol;1;04/10/2022 10.56;Udah pesen maxim car selama 20 menit lebih tapi gak ad yg mau ambil, saya tinggal di kota palembang udah di percepat sampe pilih nominal yg paling mahal tetep aja gak dapet uda kecewa pake apk ini, dalam ke adaan di butuhin selalu susa mesenya;Negatif
LiA;1;04/10/2022 06.34;Saya mesen sekali eh malah bersangkutan sama 3 driver. Drivernya jadi marah sama saya padahal salah aplikasinya. Bukan sakali dua kali juga kyk gini. Kadang saya pengen cancelpun ngak bisa. Maxim kalau masih kyk gini mending saya make yg hijau aja, meski lebih mahal tapi ga ribet.;Negatif
Elsa diah Kuntoro;1;04/10/2022 04.58;Tolong aplikasi diperbaiki. Drivernya juga. Kita tidak order tp driver bisa chat, driver juga cancel seenaknya sendiri kita sudah menunggu lama di awal sudah ok ternyata di cancel. Driver sudah dicancel karena tidak ada respon ternyata dateng. Gak jelas;Negatif
Lely Maharani;1;04/10/2022 04.33;Maxim memang murah .. cuma untuk mendapatkan driver dan waktu menunggu nya lebih mahal karna terlalu lama dan suka tidak ada konfirmasi apakah mau di ambil / tidak dan keseringan driver yg suka tiba2 cancel pdhl kita sudah menunggu dia terlalu lama .. tolong di perbaiki kembali;Negatif
Ivana Dewi;2;04/10/2022 00.13;Dapat bonus refferal tapi tidak bisa dipakai. Saat pilih pembayaran menggunakan poin selalu berubah sendiri jadi menggunakan cash. Mau diubah selalu gagal.;Negatif
Gaush Mozart;1;03/10/2022 22.47;Merugikan,drivernya belum datang lgsg oleh drvernya diklik tiba dan saya kena waktu tunggu berbayar,Ah kacaau,sudah drivernya telat datangnya,salah jalan,saya kesiangan,RUGI!!!!!;Negatif
Raditya Hikmawan;1;03/10/2022 19.20;Aplikasi bodoh sekali, mau pesan makanan tapi penjualnya tutup, lalu driver nya minta di cancel, tapi di cancel tidak bisa. Kan bodoh banget ini aplikator, ribet sekali pemakaian nya;Negatif
Brenda Fellicia Sundana;1;03/10/2022 12.10;"Harga memang lebih murah tapi aplikasi sering trouble. Selama pakai Maxim, saya sering tiba"" order kembali padahal saya baru selesai pake Maxim, estimasi waktunya gak sesuai padahal d aplikasi tinggal 1 menit lagi tapi saya masih harus menunggu 5-10 menit kemudian, di aplikasi sudah menyatakan driver sudah sampai padahal belum sampai sama sekali, dan yang paling saya gak suka adalah driver Maxim sering banget bawa penumpang lain sehingga saya sering merasa tidak nyaman & merasa tidak aman.";Negatif
Danang Sarbini;1;03/10/2022 08.40;Tolong diperbaiki aplikasinya, harga murah tapi komsumen dipersulit mengoperasikannya, utamanya saat melakukan pembelian makanan atau barang lain, Tolong sebelum di acc orderannya di tampilkan dulu seluruh orderan, alamat pengantaran, option pembayaran, dll.. klu salah isi diawal sulit melakukan pembatalan, yg rugi merchan, driver & konsumen. Sy juga beberapa kali dapat driver, lama ditunggu tp tdk merespon, tdk bergerak2 di gps, dihubungi tdk bisa. Sangat merepotkan;Negatif
Rommy Hehanussa;3;02/10/2022 13.40;Mohon diperbaiki mapnya...karena titik pnjemputan tidak akurat sesuai penjemputan...ini masalah yg sering dikeluhkan pelanggan.. Soal harga emang murah..makasih;Negatif
Mochamad Irfan;3;02/10/2022 10.43;Murah, meriah, nyaman...! Maaf saya ganti bintangnya jadi 3 sbb beberapa kali sudah saya sangat kecewa. 50 meter dr saya ada 2 orang driver..... waktu saya pesen malah dapat yg 1 km tempat saya menunggu. Ini aplikasi model apa.. Dan stlh saya tanyakan ke driver dia bilang memang seperti itu...jadi driver yg diutamakan adalah yg sdh lama ikut gabung bukan yg dekat kita order. Akhirnya saya coba beberapa kali tetap sama dapat 2 km dr titik jemput, 1,5 km dr titik jemput...akhirnya batal semua saja;Negatif
afdalia ahdar;2;02/10/2022 02.55;Maxim, tolong dong data customer di privasi, seperti nomor telpon. Jujur, saya sangat risih di hubungi sama oknum driver maxim kalo sudah sampai tujuan, minta kenalan lah, ajak jalan lah. Saya minta tolong, data privasi customer lebih di perketat yah. Terimakasih 🙏🙏;Negatif
Neneng Vina Badriyah;1;01/10/2022 14.44;Pesen makan aja ribet banget, kalo yang kelaperan keburu meninggal pesen pake apk ini, mb kecil dan murah tapi emang ya apapun sesuai kualitas, kualitasnya jelek;Negatif
Nur Hasana;1;01/10/2022 12.33;Niat hati mau ngeorder makanan,, tapi lemot banget aplikasinya, padahal sinyal lancar wifi pemakaian sendiri, tolong dikembangkan lagi biar kita jg bantu yg lain, ga aplikasi sebelah aja, dan jg untuk pemesanan jangan nyampur keaplikasi lain la,, 1 aplikasi untuk semua.;Negatif
nanjae hwang;2;01/10/2022 12.04;susah banget cari alamatnya. harga memang murah tapi bagian yang agak dalam itu jarang ada nama jadi setiap ngetik alamat saya selalu gaada. harga memang murah banget tapi ya susah kalo gitu. masa tiap saya order saya harus geserin pinnya ke alamat saya? mana ribet lagi. tolong diperbaiki ya😄🙏;Negatif
BIMA HARD;5;01/10/2022 06.02;Aplikasi bagus. Harga tarif bersaing. Tapi tolong update maps nya. Susah menentukan titik jemput dan tujuan.. Banyak merugikan konsumen dan juga driver jika titik yg di klik tidak sesuai dengan harapan. Tolong Maps di perbaiki total biar selalu bisa bersaing dengan aplikasi sejenis;Positif
Bagus K Pratama;1;30/09/2022 08.58;Tolong diperbaiki dong sistem pengambilan drivernya.. jangan yg jauh banget dr lokasi customer yg dapat orderan.. sudah 3 kali ini order begitu terus sampe driver minta cancel karena kejauhan..;Negatif
Devinta Cicilia;5;30/09/2022 07.47;Masih enak digunakan, cuma agak ngelag dikit aja. Maps perlu dikembangin. Harga murah dan dapat bersaing. Ayo maxim pasti bisa;Positif
Utin Rindy Ferawati;1;30/09/2022 04.31;Gak jdi kasih bintang full tiap order di cancel terus, dgn alasan ini dan itu, ngeluh murah padahal memang dari apk nya yang murah, apk nya gak nyaman banget buat di pakai, manusia yang kerja di aok ini terlalu banyak alasan untuk menghindar gak kyk apk online yang lain, amanah;Negatif
Andinia Natasya;1;29/09/2022 23.00;kalo di cancel suka ga ke cancel pdhl di cancel ya sebelum driver DTG ke lokasi.. tp ga ke cancel jdi driver mrh² ngomong kasar, kasar² drivernya!! trus aplikasinya suka gabisa di buka aneh bgt gmn si;Negatif
Ummu Faruq;3;29/09/2022 13.42;aplikasi nya menyulitkan konsumen dan driver. krn suka lola, maps sering berubah sendiri, chat lama masuk. padahal jaringan internet lancar jaya;Negatif
Meri Riana;1;29/09/2022 10.18;Sementara memesan maxim (delivery) malah ke logout sendiri , dan harus login kembali. Setelah login lama sekali mengiri kode verifikasi. Bahkan Makan waktu berjam² Buruk!!! Langsung saya uninstal!!!;Negatif
Dewi Sofrina;5;29/09/2022 04.03;Untuk transportasi pilihan saat ini memang Maxim yang paling mengerti dan sangat dibutuhkan masyarakat..semoga Maxim selalu bisa diandalkan dalam setiap perjalanan..;Positif
18_Linda Fuziwati_XI TB 1;2;29/09/2022 01.30;biaya nya murah, tapi kekurangannya alamat yang mau saya tuju selalu tidak tersedia dan titik penjemputan juga tidak sesuai. Tolong diperbaiki lagi untuk sistem lokasinya;Negatif
wulan oktaviani;1;29/09/2022 00.08;Tolong di permudah fitur cancel nya dong, kejadian sama saya hari ini yg biasanya ga pernah cancel orderan. Krn saya buru2 brngkat kerja. Udh cancel berkali2 masih masuk ke driver yg lain udh gitu titik driver terlalu jauh hingga makan waktu lama. Kasian drivernya dari saya udh cancel tp.kebaca d driver masih masuk orderan saya. Saya udh jalan pakai apk online yg lain, drivernya baru sampai ke tempat saya. Kan bikin rugi dua pihak. Bikin salah paham juga, d chat padahal saya udh minta cancel;Negatif
Nabila Humaira;4;28/09/2022 19.05;Jika mudah mendapatkan titik lokasi, saya menggunakan Maxim. Maxim memang murah. Tapi saya agak kecewa dengan driver yg tiba tiba mengubah lokasi ketika order sudah diterima. Saya tahu saat melihat di riwayat order, udah berubah lokasinya. Padahal saya tidak pergi ke tujuan yang dimaksud walaupun memang saya selalu diantar sampai tujuan saya.;Positif
Shalomita Dealova Monintja;3;28/09/2022 09.16;Kurang bagus aplikasi nya.. Sy pke delivery, udah hampir setengah jam tpi blm dpet2 driver. Setelah saya cancel tiba2 ada muncul nama drivernya,& ternyata driver nya sdh hampir sampai di titik. Tlg di perbaiki sistem nya. Bikin salah paham pengemudi & pengguna aplikasi.;Negatif
Nasyeh Heny Maulana;4;28/09/2022 08.33;tolong di perbaiki lagi titik maps nya kadang titik ny susah buat di pas'n . oh ya masalah tambahan biaya menunggu ..maag kadang kan bukan dari kesalah custumer ,, kadang driver ny udah di kasih alamat yg pas sama patokannya malah nunggu nya jauh dari titik maps .. kesalahan kan bukan pyur dari custumer kenapa harus kita yg di bebankan nambah biaya . mohon di perbaiki lagi . kalau buat harga okelah .. kenyamanan oke lah . .kecepatan oke lah .;Positif
Vicky Ferdian;1;28/09/2022 06.43;Aplikasinya ga layang diluncurkan. Susah baca maps, sering hilang jaringan padahal jaringan lagi kenceng, driver tidak ramah, pokoknya kacau nih aplikasi mending pakai in driver;Negatif
INyoman Aditama Wijaya;3;27/09/2022 21.58;Murah tapi ada minus, 1. Cari titik lokasi yang di tuju membingungkan tidak ada di peta klo manual pusing. 2. Tidak ada mencantumkan estimasi biaya yang akan di bayar kan lsg kita mesen baru muncul biaya. 3. Susah mau top up online harus sama ojol nya. 4. Lama menunggu driver nya mungkin masih sedikit ya. 5. Titik jemput kadang tidak sesuai. Jadi perlu di tingkatkan ya....;Negatif
Irvan Trianto;2;27/09/2022 16.38;Maxim tlg aplikasi selalu diupdate yg memudahkan Customer maupun Driver, harga murah tp aplikasi rumit, kalo perlu tiap bulan harus ada perbaikan lebih baik, dari dulu bnyak masukan tp gak ada perbaikan, 1. Lokasi penjemputan tidak akurat 2. Harus ada Remind / Notify sebelum makesure pemesanan, kasian Driver jauh jauh datang kalo hanya masalah gak sengaja terpencet tombol 3. Tambahkan foto / kamera di kolom chatt 4. Map dibuat sesimple mungkin dengan titik koordinat dan nama lokasi yg mudah;Negatif
Debie Poetry;3;27/09/2022 13.41;aplikasinya kok bikin bingung y? mau order masuk ke crhome? pemilihan pembayaran juga berubah sendiri. padahal dah pilih saldo pas check out jadi tunai. tp masnya yg terima order sabar bgt dan sopan.tolong aplikasinya dibetulkan y;Negatif
Siti nuraida Luthfiani;4;27/09/2022 09.21;"sebenarnya ini tuh bagus bgt, sampe saya sdh banyak rekomendasiin ke temen"" sekolah. Tpi yg jdi permasalahannya itu titik penjemputan, tolong bgt ya k, untuk diperbaharui lagi titik penjemputan nya (maps nya). Agar kami para customer tidak kebingungan mencari alamat lain untuk titik jemputnya 🙏🏻🙏🏻";Positif
ardianti popi;5;27/09/2022 07.51;sejauh ini nyaman nyaman saja pakai maxim, harga juga lebih murah.. tetap pertahankan, gak perlu pakai ambasador aneh2 kayak dari korea atau sebagainya yg penting kami sebagai costumer nyaman,..;Positif
Dian Indie Rahmalia;1;27/09/2022 06.07;Alamat yang diinginkan susah dicari, maxim ini kaya ngerampok bgt ya drivernya. Alamat masih nyari2 tapi udah di tekan aja tombol telah sampainya. Jadi selama dia nyari ya udh lebih dari 5 menit. Yg nunggu bukan driver tapi customer + harga ditambahkan.;Negatif
Hasbi Abi;4;26/09/2022 22.26;Abis di upgred ko bukan malah tambah pintar malah,cari alamat yg biasa ada ter cantum ini malah gk ada,pada banyak yg gk sesuai titik aneh gk akurat,tolong MAP alamatnya dong biar lengkap,jd susah di cari alamat;Positif
Sifa Khairinaaa;1;26/09/2022 19.33;"Sumpah tolong apk ini di perketat lagi terhadap nomer dan dikasih aturan lagi saya sudah 2x pakai ini tapi drivenya pada kek kurang ajar mentang"" nmrnya bisa langsung kesambung ke wa atau pribadin wa main wa aja gak sopan jadi tolong buat apk Maxim kalo ada ucapan saya yg nyakitin maaf tapi lebih baik bnr"" perketat deh dalam nomer karna saya merasa terganggu makasih !!🙏";Negatif
solidaritas tanpa batas alfais;1;26/09/2022 06.54;harga diarea Blora,Cepu aplikasinya parang terkadang dapat harga murah kadang mahal.kota masih mahal. kenapa ya. turunin dong. cuma 5 km Rp 80.000. Karena aplikasi masih belum sempurna. Kalo grab bisa maxsim pasti bisa.;Negatif
Melistamelis@gmail.com 060991;1;26/09/2022 06.45;Parah si ini aplikasi. Diaplikasi aku udah jelas harga yang tertera 10k. Diaplikasi drivernya harga normal. Saldo akun udah kepotong juga. Nyesel udah download;Negatif
Ghania Mahmudah_XI_TB 1;4;26/09/2022 06.05;"bagus app nya, tapi kekurangan nya itu ada di letak alamat, susah buat cari titik lokasi nya jadi mohon ditingkatkan 🥰🙏 selebihnya semua aman, and bagus btw abang pengemudinya cakep"" 🤣🤣🤣🥴😭";Positif
lensa ama;3;26/09/2022 05.38;Dalam segi harga memang lebih murah drpd aplikasi ojol lainnya. Kekurangnya dari titik penjemputan susah banget nentuinnya, dan ntah mengapa saya merasa beberapa kali menggunakan Maxim kecepatan berkendaranya lambat bgt berasa tidak seperti ojol biasanya, apa memang SOP nya seperti itu atau apalah. Kita menggunakan ojol salah satunya juga karena efesien waktu jadi tlg diperbaiki;Negatif
Nyongkim cong;1;26/09/2022 05.21;Banyak titik tidak sesuai dgn yang di google jadi sudah cari titik penjeputan,mohon di perbaharui dan di sesuikan dgn goggle dimaximalkan titik titik lokasinya jadi sama-sama nyaman;Negatif
christ nockend;1;26/09/2022 03.49;Aplikasi buruk..saya pesan makanan via aplikasi tapi 1 jam status mencari pengemudi, trus mau dibatalkan tp tidak bisa hanya minta ubah orderan hingga 1 jam kemudian tiba2 ada driver yg trima orderan. padahal saya sudah membatalkan dan pakai aplikasi ojol lain..2 jam saya dibuat menunggu dan harus membayar pesanan yg dibatalkan.. kasian juga driver klo orderannya dibatalkan👎👎👎;Negatif
Ilham Aulia;1;26/09/2022 02.08;Tolong utk penerimaan driver di sleksi dulu. Tdi pagi dapat driver maxim malah dia ngajak berantam . Luar biasa.. langsung ku uninstal apk ni ...;Negatif
Muhammad Restu Raihan Dani;4;25/09/2022 23.50;harga pas banget sih buat kaum mendang mending seperti saya;Positif
Febbri Setiawan;1;25/09/2022 12.52;Aplikasi sering error, saya sudah pesan di maxfood tpi gk ada pemberitahuan jadi mau cancel juga gk bisa .. Tetus gmna saya bisa mengetahui pesanan saya udh di terima kurir atau belum, mau pesan lagi takut datangnya double, mau nungguin pesanan saya takutnya belum di terima kurir endingnya saya kelaparan 🤦 PAYAH!!!;Negatif
Cherry Cela;5;25/09/2022 12.36;tarif lebih murah dr ojol lain.. pelayanan selama ini baik.. tp memang tergantung drivernya juga ramah ga nya, dan nyaman ga nya bawa penumpang.. cuma kalau boleh saran...peta di APK nya di perbaiki hehe kayak ruwet gitu ngelihatnya saya...mau geser/pilih titik tujuan bingung lihat gambarnya🤭🤭🤭 rame banget gitu🙏🏻;Positif
Endang Sri Wahyuni;5;25/09/2022 07.58;Mohon posisi driver sebelum tiba di titik penjemputan dimunculkan. Setiap kali order tidak pernah kelihatan dimana posisi awal drivernya. Jd menunggu2 nggak jelas. Titik2 penjemputan juga sulit di pilih.;Positif
Marlina Nurazizah;3;24/09/2022 15.04;rekomendasi banget, harga murah, pelayanan ramah. cuma maps nya kurang lengkap aja. Jaringan tolong ditingkatkan lagi, saya tidak bisa pesan makanan di malam Minggu karena loading terus.😩;Negatif
Dimas Arvi;5;24/09/2022 10.23;Tolong dong admin saya sbgai driver maxim puyeng liat maps nya ga sesuai titik, ini apalagi saya pas liat di apk maxim penumpang nya lebih rumit nyari titik rumah aja ga ada, perbaiki dong jgn cuma mau ambil keuntungan potongan saldo aja, PERBAIKI KERJA KERJA;Positif
Jumadil الرحمن;5;24/09/2022 10.16;Murah meriah .. jadi bisa nabung dari kembalian ojol.. thanks min... Untuk yang sulit ke map mendingan kalau penjemputan itu di titik bukan di ketik.. tapi kalau pengantaran terserah kalian di ketik atau di titik simple;Positif
Chai Wan lie;3;24/09/2022 06.41;Pas sudah dapat driver kita gak bisa chat ke driver untuk nanyain posisi, trus untuk mendapatkan driver terlalu lama. Jadi bintang 3 dulu;Negatif
Rahmat Sulaiman;3;24/09/2022 00.34;gak jelek tp perlu ditingkatkan seperti posisi driver dan track perjalanan driver ke tempat tujuan dll, kalau dah ada perubahan ditambahkan lg bintangnya;Negatif
Fahrian_ 89;5;23/09/2022 17.28;Aplikasi nya udah mantap cuman cara perintah pesan .pood . Ride . Car .dll . tolong di persimple dan bahasa nya juga lebih di indonesiakan agar pengguna mudah paham dan mengerti yaa jangan kalah dengan aplikasi lain .kalo cara nya simple pasti banyak yg suka sudah murah simple lagi .tolong di per simple/permudah ya;Positif
M AJ Channel;1;23/09/2022 16.16;Maxim Perlu banyak perubahan, mau nyari alamat tujuan aja nggak pernah ketemu, berapa kali saya coba tetap nggak berhasil ke alamat tujuan , ahirnya saya batal pesan, klu ojeg online yg lainya begitu kita ketik alamat yg kita tuju langsung ketemu. Mohon maaf maxim hrs banyak melakukan perubahan, supaya lebih mudah buat konsumen... Terima kasih...;Negatif
Yona Nur;3;23/09/2022 16.04;untuk maps di aplikasi maxim masih membingungkan,sehingga sulit memilih titik penjemputan,,mohon di perbaiki lagi ya😊;Negatif
ochan sajalos33;3;23/09/2022 06.05;Tolong dong untuk pencarian lokasinya peebaiki agar lebih singkron dan memudahkan pencariannya, dan titik penjemputan kadang tdk sesuai antara driver dan penumpang tolong di perbaiki, dan 1 lagi di map posisi driver suka tidak bergerak tolong oerbaiki juga. Terimakasih;Negatif
Christianto Bagus;5;23/09/2022 04.48;harga nya murah di banding apk serupa yg lain. driver nya pun cepat nyampe nya. cuma untuk nyari alamatnya susah bgt . tolong maps nya di update biar cepet searching alamatnya. thax;Positif
Aulia Farahdila Tsany;2;23/09/2022 04.28;Niat kasih promo gaksih? Harusnya tiap driver diberitahu mengenai promo potongan harga ini. Udah input promo tapi pas bayar para driver bilangnya gabisa padahal di aplikasinya udah tercantum bisa. Drivernya seenaknya sendiri minta harga normal sebelum promo;Negatif
17-034 Sofyana Dewi;5;23/09/2022 03.40;ordernya gampang, gak ribet, ongkosnya yg mantul murah banget, saran dari aku mapnya di perbaharui, di buat sespesifik mungkin, itu aja, thanks;Positif
curi angin;4;22/09/2022 23.17;perbaiki mapsnya, terus permudah buat nentuin titik jemput secara manualnya, agak repot juga kalo nentuin titik jemput harus pake patokan tempat yang ada digoogle maps selebihnya oke sih;Positif
9I ;;;;Negatif
aldo Julius;1;22/09/2022 20.24;Tolong Maxim Perbaiki Lagi APK nya,Dan Juga Klo Bisa Ada Via Online. Kadang Klo Tunai Agak Susah,Saat2 Urgent.. Tingkat Lagi APK nya Semoga Menjadi Lebih Baik. Saya beri bintang 1,klo udh ada update dan perubahan APK nya,saya Tingkatkan Bintang nya .;Negatif
Deni Kusnadi;2;22/09/2022 14.46;Tolong xim perbaiki server nya. Orderan fiktif dan eror saat orderan sedang ramai. Jangan cuma bisa nya ngeditek driver nya main curang saja, menjalankan orderan di luar aplikasi. Dah itu aja xim keluh resah dari driver'mu yang satu ini. Saya harap server nya di tingkatkan lagi. Jangan mau kalah dengan aplikasi sebelah. Driver'mu saat ini hampir jumlahnya dengan aplikasi sebelah ( ijo). Terimakasih!;Negatif
Saitama Genos;5;22/09/2022 03.33;Drivernya sangat membantu sekali. Terbaik lah pokoknya 👍👍👍 Terimakasih ya mas, sdh mengantarkan stempel, meskipun titik lokasi di apliaksi maximnya tdk pas.🙏🙏 Maturnuwun, semoga rejekinya lancar & sehat selalu 👍👍;Positif
Anugerah Agung Fadillah;2;22/09/2022 00.56;Kasih bintang 2 dulu, untuk positifnya harga lebih murah dari transportasi lainnya (mudah2an seterusnya murah) Negatifnya.. kalau memang pembayaran cuma bisa tunai tolong angka tarifnya yg bulat2 saja.. semisal 10rb 15rb 20rb.. aku pesen angkanya tarifnya 11.200.. ini kan penumpang sama driver jadi ikhlas2an siapa yang mau ngiklasin 200 peraknya.. iya sih kecil.. tapi cukup merepotkan.. untuk fitur lainnya saya belum coba ya.. jadi belum bisa kasih ulasan.. tks;Negatif
isnaniah 172;2;21/09/2022 14.21;Tolong di perbaiki min, soal penerimaan nya , seorang driver menerima tapi tidak sampai di lokasi, dichat malah dengan jawaban singkat, di aplikasi telah tiba tapi seorang drivernya tidak di lokasi yg di tentukan saya tlah menunggu hampir lama, ternyata dia menunggu sya untuk cancel, klo tidak mau ngantar tidak juga chat, malah di aplikasi sya driver telah tiba.. Balasan driver tidak mengenakan.. Dan satu lagi sering bgt ketemu driver yg meminta tambahan bayaran, baru di jemput.. Terimakasih.;Negatif
Ika Muliana;5;21/09/2022 11.00;Kurang lengkap, pencarian nama japan atau gang tidak otomatis, dan pembelian makanan serba manual, mohon ditingkat kan pencarian nama jalan dan pesan makanan otomatis. Pembayaran online kalau bisa, karna pembelian secara manual gak ada kembalian uang susah.;Positif
Ambon City Of Music Official;3;21/09/2022 05.43;Saya mau tanya, kenapa harga di aplikasi, beda ya sama harga yang di minta driver..? Hrga di aplikasi 12ribu, tapi pas pesan,.driver nya minta 30rbu. Itu gimana ya ? Mohon penjelasaannya, Kok driver nya, bisa tawar menawar ???;Negatif
Dwi Purwanti;2;21/09/2022 05.34;"Kenapa dengan app maxim ini Mntak kode Verifikasi dari tadi nggak masuk di SMS lewat lon juga nggak di kasih kode nya tiba"" Keluar gt aja. Terus bnyak driver nlpn kasihan bapak driver nya secara tidak langsung nanti saya di kira mempermainkan mereka tolong ya pihak maxim kenapa ini";Negatif
D'N4UMH1E;2;21/09/2022 05.00;Maxim tolong di kasih tau lagi yah buat para drivernya klw melayani itu yg bgs kadang sya dpt tdk dinyalakan AC nya baru pake nada yg cetus/kurang baik. ada juga yg mau minta uang lebih dari harga yg sdh tercantum tapi kita minta tolong antar nya agak masuk kedalam sedikit aja gak mau tapi minta uang lebih. sangat buruk dan tidak dapat di kasih bintang banyak. trims;Negatif
Leoni Fico;2;21/09/2022 04.01;"Sebelumnya terima kasih atas kerja keras layanan yang telah diberikan. Namun saya izin memberi keluhan mengenai aplikasi ini. Mohon untuk meninjau layanan 'PEMBATALAN PEMESANAN' lagi. Tadi pagi saya memesan, namun karena lambatnya aplikasi dan waktu yang mengejar, saya memilih untuk membatalkan pesanan yang masih ""MENCARI PENGEMUDI"", dan mencari alternatif lain. Saya kira sudah selesai, namun maxim malah masih berjalan dan mendapatkan saya pengemudi lain. Karena ini saya jadi disalahkan.";Negatif
ratna subekti;5;21/09/2022 01.27;saat login dan pelanggan belum memasukan alamat tujuan sudah bisa order ,tolong aplikasi di perbaiki ulang sebelum pelanggan memasukan alamat tujuan supaya blm bisa klik orderan perjalanan nya saat pemesanan;Positif
Chairunnas Fuadi;5;21/09/2022 01.13;Untuk wilayah kota Padang, Sumatera Barat. Pakai Maxim adalah pilihan yg tepat karena populasi nya lebih byk dibanding operator lain sejenis, sehingga bisa lebih hemat, cepat dan praktis...good job Maxim..;Positif
Evan warputar;3;20/09/2022 22.39;Aplikasinya udah bagus banget untuk aplikasi yang baru release,tapi jeleknya di setiap saya sudah pesan bacaannya pengemudi akan tiba tapi di mapnya masih berada jauh saya terburu buru dan saya cancel;Negatif
meytia eka putri;3;20/09/2022 13.23;Seneng banget pake maxim karna harganya murah, tapi tolong di kembangin lagi apl nya kasian driver sm cust krna maps titik jemput atau pengantarannya gak update banget. Kadang error juga kasian drivernya diputerputerin sma mapsnya mana bensin sekarang mahal. Mohon untuk tim maxim segera untuk berkembang lagi menjadi lebih baik thkyou;Negatif
EKY CHRISTOFER;3;20/09/2022 08.39;bagus juga,,,akan tetapi kadang² map yang kita tuju tidak sesuai yang kita pesan,,,kembangkan lagi,,,tetap berkembang Maxim☺️;Negatif
Janitra Putri;5;20/09/2022 05.35;Harga lebih murah dari ojol lain, posisi driver tidak jauh dr lok penjemputan, hanya map tolong lebih d tingkatkan lagi akurasi nya, semoga kedepan bisa segera update pembayaran non tunai;Positif
Warinten 17;5;20/09/2022 04.56;Untuk promosi tolong diperbanyak Min..... Pasang Di bilbord seperti aplikasi lainnya Diwilayah Sidoarjo masih belum begitu terkenal, aplikasinya memang murah, enak dan rekomendasi banget dehhh.....;Positif
Dini Sopiani;4;20/09/2022 03.01;Baru pertama kali download jiaahhh bingung2 malah ngklik langsung ke memesan jadinya gitu deh kwkwkwkw langsung uninstal saking takut. Skrg di instal ulang mulai nyoba2 lg. Cuma sayang gak bs top up langsung dari rekening sendiri trus rute perjalanan di delivery gak bs di share ke penerima;Positif
Silvia andriani;2;20/09/2022 02.28;Pas di aplikasi harga nya 9.9 alias 10.000, nah pas kita tuurun harga di driver nya beda jadi 15.000, terus untuk pengantaran barang 40.000 , pas saya kasiu 50rb dengan maksud mau di kasih lebih . Dan ternyata apa ? Si driver bilang kurang 6rb mbak . Hah pdhl saya lebihin 10rb . Dengan di kasih 50rb driver bilang kurang 6rb . Okr deh jd yg niat nya ngasih malah kesel duluan .;Negatif
Anas Nasrudin;3;19/09/2022 16.49;Keunggulan maxim emang lebih murah harganya. Tapi tolong di tingkatkan lagi aplikasi nya, tambah fitur kamera di room chat,terus perbaiki bug,sama harga yang tidak sesuai di apk penumpang sama driver.;Negatif
Nabila Almaidah;5;19/09/2022 16.09;Saya selaku driver , sering menjumpai pelanggan baru yang belum paham cara menggunakan aplikasi ini. Seperti penempatan titik jemput atau tujuan. Sedikit saran, agar lebih ditingkatkan lagi cara pesan ordtavar lebih simpel. Terakhir mohon kelengkapan dan akurasi pada map lebih di tingkatkan.;Positif
Aini Wijoyo;5;19/09/2022 11.05;biaya lebih terjangkau daripada yang lain, Harap dipertahankan. Saran : 1. Map nya terlalu sulit untuk digunakan karena minim sekali keterangan. Semoga ketika update dapat map baru. 2. Untuk pemesanan makanan tidak praktis, semoga bisa segera seperti yang disebelah 3. Cara pembayaran yang masih terbatas, update selanjutnya harus ada metode pembayaran baru, seperti e-wallet 4. Yang paling mengecewakan adalah tidak adanya opsi untuk top up secara online , namun harus melalui driver.;Positif
Andika Krishna Mukti;4;19/09/2022 08.30;Sebenarnya Maxim ini layanannya cukup bagus, sayang akurasi map (peta) nya kurang pas. Mohon diperbaiki akurasi map nya.;Positif
INDRA Somantri;2;19/09/2022 07.04;Google maps yg ada di aplikasi ini seperti tidak pernah update.... Konsumen kesulitan mencari alamat tujuan atau penjemputan... Tolong diperbaiki ya.... Untuk respon aplikasi pemesanan food juga sering sekali eror atau lemot... Tolong perbaiki juga;Negatif
ack ONEKOZE;5;19/09/2022 03.37;Aplikasinya bagus, sangat terbantu untuk kami yang ada di kota Ende, Kab. Ende. Saran saya agar terus di update Map pada maxim agar tempat alamat semakin lengkap untuk di kota Ende, Kab. Ende;Positif
Intan yuliana Fauzan;5;18/09/2022 23.13;saya orderkan seseorang, saya di Cisoka, tiga raksa,..orang saya orderkan ada di Kebayoran baru Jakarta Selatan, ternyata Maxim bisa, wah mantap, aplikasi tetangga ga bisa, klopun bisa susah/ ribet cari lokasi jemput/tujuan, hebat Maxim......👍👍👍;Positif
